":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"220","2084","CROWN POINT CENTRAL SCHOOL","SCHOOL DISTRICT","CROWN POINT","ESSEX","DISTRICT TOTAL","POINT (-73.4296 43.951)",,,,,"150203",,,"10","0.185","10","0.185","NORTHEASTERN NEW YORK","2010-2012","NY","2758 MAIN ST","12928"
"395","2039","DELAWARE","COUNTY",,"DELAWARE","DISTRICT TOTAL","POINT (-74.997944 42.242972)",,,,,"000012","315","0.222","279","0.197","594","0.419","NORTHEASTERN NEW YORK","2010-2012",,,
"220","2084","CROWN POINT CENTRAL SCHOOL","SCHOOL DISTRICT","CROWN POINT","ESSEX","ELEMENTARY","POINT (-73.4296 43.951)",,,,,"150203",,,"5","0.147","5","0.147","NORTHEASTERN NEW YORK","2010-2012","NY","2758 MAIN ST","12928"
"220","2084","CROWN POINT CENTRAL SCHOOL","SCHOOL DISTRICT","CROWN POINT","ESSEX","MIDDLE/HIGH","POINT (-73.4296 43.951)",,,,,"150203",,,"5","0.25","5","0.25","NORTHEASTERN NEW YORK","2010-2012","NY","2758 MAIN ST","12928"
"223","2084","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELIZABETHTOWN","ESSEX","DISTRICT TOTAL","POINT (-73.5966 44.2135)",,,,,"150301","27","0.262","25","0.243","52","0.505","NORTHEASTERN NEW YORK","2010-2012","NY","7530 COURT ST","12932"
"223","2084","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELIZABETHTOWN","ESSEX","ELEMENTARY","POINT (-73.5966 44.2135)",,,,,"150301","15","0.349","14","0.326","29","0.674","NORTHEASTERN NEW YORK","2010-2012","NY","7530 COURT ST","12932"
"223","2084","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELIZABETHTOWN","ESSEX","MIDDLE/HIGH","POINT (-73.5966 44.2135)",,,,,"150301","12","0.218","11","0.2","23","0.418","NORTHEASTERN NEW YORK","2010-2012","NY","7530 COURT ST","12932"
"272","2084","KEENE CENTRAL SCHOOL","SCHOOL DISTRICT","KEENE VALLEY","ESSEX","DISTRICT TOTAL","POINT (-73.7902 44.1895)",,,,,"150601",,,"6","0.113","6","0.113","NORTHEASTERN NEW YORK","2010-2012","NY","33 MARKET ST","12943"
"272","2084","KEENE CENTRAL SCHOOL","SCHOOL DISTRICT","KEENE VALLEY","ESSEX","ELEMENTARY","POINT (-73.7902 44.1895)",,,,,"150601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","33 MARKET ST","12943"
"272","2084","KEENE CENTRAL SCHOOL","SCHOOL DISTRICT","KEENE VALLEY","ESSEX","MIDDLE/HIGH","POINT (-73.7902 44.1895)",,,,,"150601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","33 MARKET ST","12943"
"138","2084","MINERVA CENTRAL SCHOOL","SCHOOL DISTRICT","OLMSTEDVILLE","ESSEX","DISTRICT TOTAL","POINT (-73.9362 43.7698)",,,,,"150801","11","0.204","5","0.093","16","0.296","NORTHEASTERN NEW YORK","2010-2012","NY","1466 COUNTY RT 29","12857"
"138","2084","MINERVA CENTRAL SCHOOL","SCHOOL DISTRICT","OLMSTEDVILLE","ESSEX","ELEMENTARY","POINT (-73.9362 43.7698)",,,,,"150801",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1466 COUNTY RT 29","12857"
"138","2084","MINERVA CENTRAL SCHOOL","SCHOOL DISTRICT","OLMSTEDVILLE","ESSEX","MIDDLE/HIGH","POINT (-73.9362 43.7698)",,,,,"150801",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1466 COUNTY RT 29","12857"
"284","2084","MORIAH CENTRAL SCHOOL","SCHOOL DISTRICT","PORT HENRY","ESSEX","DISTRICT TOTAL","POINT (-73.4798 44.0458)",,,,,"150901","71","0.276","35","0.136","106","0.412","NORTHEASTERN NEW YORK","2010-2012","NY","39 VIKING LN","12974"
"284","2084","MORIAH CENTRAL SCHOOL","SCHOOL DISTRICT","PORT HENRY","ESSEX","ELEMENTARY","POINT (-73.4798 44.0458)",,,,,"150901","44","0.25","26","0.148","70","0.398","NORTHEASTERN NEW YORK","2010-2012","NY","39 VIKING LN","12974"
"284","2084","MORIAH CENTRAL SCHOOL","SCHOOL DISTRICT","PORT HENRY","ESSEX","MIDDLE/HIGH","POINT (-73.4798 44.0458)",,,,,"150901","27","0.333","9","0.111","36","0.444","NORTHEASTERN NEW YORK","2010-2012","NY","39 VIKING LN","12974"
"134","2084","NEWCOMB CENTRAL SCHOOL","SCHOOL DISTRICT","NEWCOMB","ESSEX","DISTRICT TOTAL","POINT (-74.151 43.9715)",,,,,"151001","5","0.185",,,"5","0.185","NORTHEASTERN NEW YORK","2010-2012","NY","5535 RT 28N","12852"
"134","2084","NEWCOMB CENTRAL SCHOOL","SCHOOL DISTRICT","NEWCOMB","ESSEX","ELEMENTARY","POINT (-74.151 43.9715)",,,,,"151001",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","5535 RT 28N","12852"
"134","2084","NEWCOMB CENTRAL SCHOOL","SCHOOL DISTRICT","NEWCOMB","ESSEX","MIDDLE/HIGH","POINT (-74.151 43.9715)",,,,,"151001",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","5535 RT 28N","12852"
"275","2084","LAKE PLACID CENTRAL SCHOOL","SCHOOL DISTRICT","LAKE PLACID","ESSEX","DISTRICT TOTAL","POINT (-73.9885 44.2812)",,,,,"151102","37","0.167","49","0.222","86","0.389","NORTHEASTERN NEW YORK","2010-2012","NY","50 CUMMINGS RD","12946"
"275","2084","LAKE PLACID CENTRAL SCHOOL","SCHOOL DISTRICT","LAKE PLACID","ESSEX","ELEMENTARY","POINT (-73.9885 44.2812)",,,,,"151102","16","0.133","27","0.225","43","0.358","NORTHEASTERN NEW YORK","2010-2012","NY","50 CUMMINGS RD","12946"
"275","2084","LAKE PLACID CENTRAL SCHOOL","SCHOOL DISTRICT","LAKE PLACID","ESSEX","MIDDLE/HIGH","POINT (-73.9885 44.2812)",,,,,"151102","21","0.208","22","0.218","43","0.426","NORTHEASTERN NEW YORK","2010-2012","NY","50 CUMMINGS RD","12946"
"148","2084","SCHROON LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SCHROON LAKE","ESSEX","DISTRICT TOTAL","POINT (-73.7614 43.8389)",,,,,"151401",,,"17","0.243","17","0.243","NORTHEASTERN NEW YORK","2010-2012","NY","1125 US RT 9","12870"
"148","2084","SCHROON LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SCHROON LAKE","ESSEX","ELEMENTARY","POINT (-73.7614 43.8389)",,,,,"151401",,,"5","0.156","5","0.156","NORTHEASTERN NEW YORK","2010-2012","NY","1125 US RT 9","12870"
"148","2084","SCHROON LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SCHROON LAKE","ESSEX","MIDDLE/HIGH","POINT (-73.7614 43.8389)",,,,,"151401",,,"6","0.231","6","0.231","NORTHEASTERN NEW YORK","2010-2012","NY","1125 US RT 9","12870"
"154","2084","TICONDEROGA CENTRAL SCHOOL","SCHOOL DISTRICT","TICONDEROGA","ESSEX","DISTRICT TOTAL","POINT (-73.4281 43.8417)",,,,,"151501","54","0.189","43","0.15","97","0.339","NORTHEASTERN NEW YORK","2010-2012","NY","5 CALKINS PL","12883"
"154","2084","TICONDEROGA CENTRAL SCHOOL","SCHOOL DISTRICT","TICONDEROGA","ESSEX","ELEMENTARY","POINT (-73.4281 43.8417)",,,,,"151501","31","0.211","18","0.122","49","0.333","NORTHEASTERN NEW YORK","2010-2012","NY","5 CALKINS PL","12883"
"278","621","FRANKLIN","COUNTY",,"FRANKLIN","MIDDLE/HIGH","POINT (-74.340621 44.705699)",,,,,"000016","252","0.225","211","0.188","463","0.413","NORTHEASTERN NEW YORK","2010-2012",,,
"154","2084","TICONDEROGA CENTRAL SCHOOL","SCHOOL DISTRICT","TICONDEROGA","ESSEX","MIDDLE/HIGH","POINT (-73.4281 43.8417)",,,,,"151501","23","0.172","25","0.187","48","0.358","NORTHEASTERN NEW YORK","2010-2012","NY","5 CALKINS PL","12883"
"338","2084","WESTPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WESTPORT","ESSEX","DISTRICT TOTAL","POINT (-73.4446 44.1856)",,,,,"151601","5","0.1","15","0.3","20","0.4","NORTHEASTERN NEW YORK","2010-2012","NY","25 SISCO ST","12993"
"338","2084","WESTPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WESTPORT","ESSEX","ELEMENTARY","POINT (-73.4446 44.1856)",,,,,"151601",,,"7","0.269","7","0.269","NORTHEASTERN NEW YORK","2010-2012","NY","25 SISCO ST","12993"
"338","2084","WESTPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WESTPORT","ESSEX","MIDDLE/HIGH","POINT (-73.4446 44.1856)",,,,,"151601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","25 SISCO ST","12993"
"339","2084","WILLSBORO CENTRAL SCHOOL","SCHOOL DISTRICT","WILLSBORO","ESSEX","DISTRICT TOTAL","POINT (-73.3941 44.3746)",,,,,"151701","30","0.286","16","0.152","46","0.438","NORTHEASTERN NEW YORK","2010-2012","NY","29 SCHOOL LN","12996"
"339","2084","WILLSBORO CENTRAL SCHOOL","SCHOOL DISTRICT","WILLSBORO","ESSEX","ELEMENTARY","POINT (-73.3941 44.3746)",,,,,"151701","19","0.306","6","0.097","25","0.403","NORTHEASTERN NEW YORK","2010-2012","NY","29 SCHOOL LN","12996"
"339","2084","WILLSBORO CENTRAL SCHOOL","SCHOOL DISTRICT","WILLSBORO","ESSEX","MIDDLE/HIGH","POINT (-73.3941 44.3746)",,,,,"151701","6","0.222",,,"6","0.222","NORTHEASTERN NEW YORK","2010-2012","NY","29 SCHOOL LN","12996"
"305","621","TUPPER LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","TUPPER LAKE","FRANKLIN","DISTRICT TOTAL","POINT (-74.4438 44.2221)",,,,,"160101","83","0.241","63","0.183","146","0.423","NORTHEASTERN NEW YORK","2010-2012","NY","294 HOSLEY AVE","12986"
"305","621","TUPPER LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","TUPPER LAKE","FRANKLIN","ELEMENTARY","POINT (-74.4438 44.2221)",,,,,"160101","47","0.228","40","0.194","87","0.422","NORTHEASTERN NEW YORK","2010-2012","NY","294 HOSLEY AVE","12986"
"305","621","TUPPER LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","TUPPER LAKE","FRANKLIN","MIDDLE/HIGH","POINT (-74.4438 44.2221)",,,,,"160101","36","0.259","23","0.165","59","0.424","NORTHEASTERN NEW YORK","2010-2012","NY","294 HOSLEY AVE","12986"
"213","621","CHATEAUGAY CENTRAL SCHOOL","SCHOOL DISTRICT","CHATEAUGAY","FRANKLIN","DISTRICT TOTAL","POINT (-74.0803 44.9295)",,,,,"160801","45","0.213","30","0.142","75","0.355","NORTHEASTERN NEW YORK","2010-2012","NY","42 RIVER ST","12920"
"213","621","CHATEAUGAY CENTRAL SCHOOL","SCHOOL DISTRICT","CHATEAUGAY","FRANKLIN","ELEMENTARY","POINT (-74.0803 44.9295)",,,,,"160801","21","0.169","14","0.113","35","0.282","NORTHEASTERN NEW YORK","2010-2012","NY","42 RIVER ST","12920"
"213","621","CHATEAUGAY CENTRAL SCHOOL","SCHOOL DISTRICT","CHATEAUGAY","FRANKLIN","MIDDLE/HIGH","POINT (-74.0803 44.9295)",,,,,"160801","24","0.25","16","0.167","40","0.417","NORTHEASTERN NEW YORK","2010-2012","NY","42 RIVER ST","12920"
"268","621","SALMON RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","FORT COVINGTON","FRANKLIN","DISTRICT TOTAL","POINT (-74.5185 44.961)",,,,,"161201","205","0.321","127","0.199","332","0.52","NORTHEASTERN NEW YORK","2010-2012","NY","637 COUNTY RT 1","12937"
"268","621","SALMON RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","FORT COVINGTON","FRANKLIN","ELEMENTARY","POINT (-74.5185 44.961)",,,,,"161201","128","0.314","86","0.211","214","0.526","NORTHEASTERN NEW YORK","2010-2012","NY","637 COUNTY RT 1","12937"
"268","621","SALMON RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","FORT COVINGTON","FRANKLIN","MIDDLE/HIGH","POINT (-74.5185 44.961)",,,,,"161201","77","0.347","41","0.185","118","0.532","NORTHEASTERN NEW YORK","2010-2012","NY","637 COUNTY RT 1","12937"
"303","621","SARANAC LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SARANAC LAKE","FRANKLIN","DISTRICT TOTAL","POINT (-74.1412 44.3266)",,,,,"161401","69","0.157","57","0.13","126","0.286","NORTHEASTERN NEW YORK","2010-2012","NY","79 CANARAS AVE","12983"
"303","621","SARANAC LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SARANAC LAKE","FRANKLIN","ELEMENTARY","POINT (-74.1412 44.3266)",,,,,"161401","32","0.131","34","0.139","66","0.27","NORTHEASTERN NEW YORK","2010-2012","NY","79 CANARAS AVE","12983"
"303","621","SARANAC LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","SARANAC LAKE","FRANKLIN","MIDDLE/HIGH","POINT (-74.1412 44.3266)",,,,,"161401","37","0.191","23","0.119","60","0.309","NORTHEASTERN NEW YORK","2010-2012","NY","79 CANARAS AVE","12983"
"278","621","MALONE CENTRAL SCHOOL","SCHOOL DISTRICT","MALONE","FRANKLIN","DISTRICT TOTAL","POINT (-74.2805 44.8428)",,,,,"161501","166","0.198","157","0.187","323","0.385","NORTHEASTERN NEW YORK","2010-2012","NY","42 HUSKIE LN","12953"
"278","621","MALONE CENTRAL SCHOOL","SCHOOL DISTRICT","MALONE","FRANKLIN","ELEMENTARY","POINT (-74.2805 44.8428)",,,,,"161501","113","0.218","87","0.168","200","0.385","NORTHEASTERN NEW YORK","2010-2012","NY","42 HUSKIE LN","12953"
"278","621","MALONE CENTRAL SCHOOL","SCHOOL DISTRICT","MALONE","FRANKLIN","MIDDLE/HIGH","POINT (-74.2805 44.8428)",,,,,"161501","53","0.167","70","0.221","123","0.388","NORTHEASTERN NEW YORK","2010-2012","NY","42 HUSKIE LN","12953"
"209","621","BRUSHTON-MOIRA CENTRAL SCHOOL","SCHOOL DISTRICT","BRUSHTON","FRANKLIN","DISTRICT TOTAL","POINT (-74.5215 44.8249)",,,,,"161601","59","0.201","68","0.232","127","0.433","NORTHEASTERN NEW YORK","2010-2012","NY","758 COUNTY RT 7","12916"
"209","621","BRUSHTON-MOIRA CENTRAL SCHOOL","SCHOOL DISTRICT","BRUSHTON","FRANKLIN","ELEMENTARY","POINT (-74.5215 44.8249)",,,,,"161601","34","0.194","36","0.206","70","0.4","NORTHEASTERN NEW YORK","2010-2012","NY","758 COUNTY RT 7","12916"
"209","621","BRUSHTON-MOIRA CENTRAL SCHOOL","SCHOOL DISTRICT","BRUSHTON","FRANKLIN","MIDDLE/HIGH","POINT (-74.5215 44.8249)",,,,,"161601","25","0.212","32","0.271","57","0.483","NORTHEASTERN NEW YORK","2010-2012","NY","758 COUNTY RT 7","12916"
"301","621","ST REGIS FALLS CENTRAL SCHOOL","SCHOOL DISTRICT","SAINT REGIS FALLS","FRANKLIN","DISTRICT TOTAL","POINT (-74.5462 44.6793)",,,,,"161801","11","0.113","26","0.268","37","0.381","NORTHEASTERN NEW YORK","2010-2012","NY","92 N MAIN ST","12980"
"301","621","ST REGIS FALLS CENTRAL SCHOOL","SCHOOL DISTRICT","SAINT REGIS FALLS","FRANKLIN","ELEMENTARY","POINT (-74.5462 44.6793)",,,,,"161801",,,"17","0.415","17","0.415","NORTHEASTERN NEW YORK","2010-2012","NY","92 N MAIN ST","12980"
"301","621","ST REGIS FALLS CENTRAL SCHOOL","SCHOOL DISTRICT","SAINT REGIS FALLS","FRANKLIN","MIDDLE/HIGH","POINT (-74.5462 44.6793)",,,,,"161801",,,"6","0.176","6","0.176","NORTHEASTERN NEW YORK","2010-2012","NY","92 N MAIN ST","12980"
"1157","622","WHEELERVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","CAROGA LAKE","FULTON","DISTRICT TOTAL","POINT (-74.5172 43.2295)",,,,,"170301",,,"5","0.152","5","0.152","NORTHEASTERN NEW YORK","2010-2012","NY","2417 STATE HWY 10","12032"
"1157","622","WHEELERVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","CAROGA LAKE","FULTON","ELEMENTARY","POINT (-74.5172 43.2295)",,,,,"170301",,,"5","0.152","5","0.152","NORTHEASTERN NEW YORK","2010-2012","NY","2417 STATE HWY 10","12032"
"1157","622","WHEELERVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","CAROGA LAKE","FULTON","MIDDLE/HIGH","POINT (-74.5172 43.2295)",,,,,"170301",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","2417 STATE HWY 10","12032"
"1227","2085","GLOVERSVILLE ENLARGED SCHOOL DISTRICT","SCHOOL DISTRICT","GLOVERSVILLE","FULTON","DISTRICT TOTAL","POINT (-74.3624 43.054)",,,,,"170500","112","0.187","108","0.18","220","0.367","NORTHEASTERN NEW YORK","2010-2012","NY","243 LINCOLN ST","12078"
"1227","2085","GLOVERSVILLE ENLARGED SCHOOL DISTRICT","SCHOOL DISTRICT","GLOVERSVILLE","FULTON","ELEMENTARY","POINT (-74.3624 43.054)",,,,,"170500","81","0.179","77","0.17","158","0.35","NORTHEASTERN NEW YORK","2010-2012","NY","243 LINCOLN ST","12078"
"1227","2085","GLOVERSVILLE ENLARGED SCHOOL DISTRICT","SCHOOL DISTRICT","GLOVERSVILLE","FULTON","MIDDLE/HIGH","POINT (-74.3624 43.054)",,,,,"170500","31","0.214","31","0.214","62","0.428","NORTHEASTERN NEW YORK","2010-2012","NY","243 LINCOLN ST","12078"
"1238","2085","JOHNSTOWN CITY SCHOOLS","SCHOOL DISTRICT","JOHNSTOWN","FULTON","DISTRICT TOTAL","POINT (-74.3716 43.0202)",,,,,"170600","40","0.173","37","0.16","77","0.333","NORTHEASTERN NEW YORK","2010-2012","NY","1 SIR BILLS CIRCLE-STE 101","12095"
"1238","2085","JOHNSTOWN CITY SCHOOLS","SCHOOL DISTRICT","JOHNSTOWN","FULTON","ELEMENTARY","POINT (-74.3716 43.0202)",,,,,"170600","36","0.187","34","0.176","70","0.363","NORTHEASTERN NEW YORK","2010-2012","NY","1 SIR BILLS CIRCLE-STE 101","12095"
"1238","2085","JOHNSTOWN CITY SCHOOLS","SCHOOL DISTRICT","JOHNSTOWN","FULTON","MIDDLE/HIGH","POINT (-74.3716 43.0202)",,,,,"170600",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1 SIR BILLS CIRCLE-STE 101","12095"
"1291","2085","MAYFIELD CENTRAL SCHOOL","SCHOOL DISTRICT","MAYFIELD","FULTON","DISTRICT TOTAL","POINT (-74.2632 43.1024)",,,,,"170801","64","0.25","23","0.09","87","0.34","NORTHEASTERN NEW YORK","2010-2012","NY","27 SCHOOL ST","12117"
"1291","2085","MAYFIELD CENTRAL SCHOOL","SCHOOL DISTRICT","MAYFIELD","FULTON","ELEMENTARY","POINT (-74.2632 43.1024)",,,,,"170801","20","0.189","7","0.066","27","0.255","NORTHEASTERN NEW YORK","2010-2012","NY","27 SCHOOL ST","12117"
"1291","2085","MAYFIELD CENTRAL SCHOOL","SCHOOL DISTRICT","MAYFIELD","FULTON","MIDDLE/HIGH","POINT (-74.2632 43.1024)",,,,,"170801","44","0.293","16","0.107","60","0.4","NORTHEASTERN NEW YORK","2010-2012","NY","27 SCHOOL ST","12117"
"1302","2085","NORTHVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","NORTHVILLE","FULTON","DISTRICT TOTAL","POINT (-74.1758 43.2246)",,,,,"170901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","131 S 3RD ST","12134"
"1302","2085","NORTHVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","NORTHVILLE","FULTON","ELEMENTARY","POINT (-74.1758 43.2246)",,,,,"170901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","131 S 3RD ST","12134"
"1302","2085","NORTHVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","NORTHVILLE","FULTON","MIDDLE/HIGH","POINT (-74.1758 43.2246)",,,,,"170901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","131 S 3RD ST","12134"
"1369","2085","OPPENHEIM EPHRATAH CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","FULTON","DISTRICT TOTAL","POINT (-74.6633 43.0603)",,,,,"171001","23","0.23","19","0.19","42","0.42","NORTHEASTERN NEW YORK","2010-2012","NY","6486 STATE HWY 29","13452"
"1369","2085","OPPENHEIM EPHRATAH CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","FULTON","ELEMENTARY","POINT (-74.6633 43.0603)",,,,,"171001",,,"5","0.096","5","0.096","NORTHEASTERN NEW YORK","2010-2012","NY","6486 STATE HWY 29","13452"
"1369","2085","OPPENHEIM EPHRATAH CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","FULTON","MIDDLE/HIGH","POINT (-74.6633 43.0603)",,,,,"171001","17","0.395","9","0.209","26","0.605","NORTHEASTERN NEW YORK","2010-2012","NY","6486 STATE HWY 29","13452"
"1152","2085","BROADALBIN-PERTH CENTRAL SCHOOLS","SCHOOL DISTRICT","BROADALBIN","FULTON","DISTRICT TOTAL","POINT (-74.1888 43.0582)",,,,,"171102","69","0.211","38","0.116","107","0.327","NORTHEASTERN NEW YORK","2010-2012","NY","20 PINE ST","12025"
"1152","2085","BROADALBIN-PERTH CENTRAL SCHOOLS","SCHOOL DISTRICT","BROADALBIN","FULTON","ELEMENTARY","POINT (-74.1888 43.0582)",,,,,"171102","49","0.209","31","0.132","80","0.34","NORTHEASTERN NEW YORK","2010-2012","NY","20 PINE ST","12025"
"1152","2085","BROADALBIN-PERTH CENTRAL SCHOOLS","SCHOOL DISTRICT","BROADALBIN","FULTON","MIDDLE/HIGH","POINT (-74.1888 43.0582)",,,,,"171102","20","0.222","5","0.056","25","0.278","NORTHEASTERN NEW YORK","2010-2012","NY","20 PINE ST","12025"
"482","2086","ALEXANDER CENTRAL SCHOOL","SCHOOL DISTRICT","ALEXANDER","GENESEE","DISTRICT TOTAL","POINT (-78.2611 42.902)",,,,,"180202","26","0.096","42","0.155","68","0.251","WESTERN NEW YORK","2010-2012","NY","3314 BUFFALO ST","14005"
"482","2086","ALEXANDER CENTRAL SCHOOL","SCHOOL DISTRICT","ALEXANDER","GENESEE","ELEMENTARY","POINT (-78.2611 42.902)",,,,,"180202","14","0.096","19","0.13","33","0.226","WESTERN NEW YORK","2010-2012","NY","3314 BUFFALO ST","14005"
"482","2086","ALEXANDER CENTRAL SCHOOL","SCHOOL DISTRICT","ALEXANDER","GENESEE","MIDDLE/HIGH","POINT (-78.2611 42.902)",,,,,"180202","20","0.145","23","0.167","43","0.312","WESTERN NEW YORK","2010-2012","NY","3314 BUFFALO ST","14005"
"489","2086","BATAVIA CITY SCHOOLS","SCHOOL DISTRICT","BATAVIA","GENESEE","DISTRICT TOTAL","POINT (-78.1863 43.001)",,,,,"180300","194","0.217","131","0.147","325","0.364","WESTERN NEW YORK","2010-2012","NY","39 WASHINGTON AVE","14021"
"489","2086","BATAVIA CITY SCHOOLS","SCHOOL DISTRICT","BATAVIA","GENESEE","ELEMENTARY","POINT (-78.1863 43.001)",,,,,"180300","118","0.206","93","0.162","211","0.368","WESTERN NEW YORK","2010-2012","NY","39 WASHINGTON AVE","14021"
"395","2039","DELAWARE","COUNTY",,"DELAWARE","ELEMENTARY","POINT (-74.997944 42.242972)",,,,,"000012","207","0.206","180","0.179","387","0.385","NORTHEASTERN NEW YORK","2010-2012",,,
"489","2086","BATAVIA CITY SCHOOLS","SCHOOL DISTRICT","BATAVIA","GENESEE","MIDDLE/HIGH","POINT (-78.1863 43.001)",,,,,"180300","76","0.241","38","0.12","114","0.361","WESTERN NEW YORK","2010-2012","NY","39 WASHINGTON AVE","14021"
"173","2086","BYRON BERGEN CENTRAL SCHOOL","SCHOOL DISTRICT","BERGEN","GENESEE","DISTRICT TOTAL","POINT (-78.0053 43.0772)",,,,,"180701","74","0.267","29","0.105","103","0.372","WESTERN NEW YORK","2010-2012","NY","6917 W BERGEN RD","14416"
"173","2086","BYRON BERGEN CENTRAL SCHOOL","SCHOOL DISTRICT","BERGEN","GENESEE","ELEMENTARY","POINT (-78.0053 43.0772)",,,,,"180701","58","0.289","21","0.104","79","0.393","WESTERN NEW YORK","2010-2012","NY","6917 W BERGEN RD","14416"
"173","2086","BYRON BERGEN CENTRAL SCHOOL","SCHOOL DISTRICT","BERGEN","GENESEE","MIDDLE/HIGH","POINT (-78.0053 43.0772)",,,,,"180701","16","0.208","8","0.104","24","0.312","WESTERN NEW YORK","2010-2012","NY","6917 W BERGEN RD","14416"
"514","2086","ELBA CENTRAL SCHOOL","SCHOOL DISTRICT","ELBA","GENESEE","DISTRICT TOTAL","POINT (-78.188 43.0753)",,,,,"180901","44","0.272","23","0.142","67","0.414","WESTERN NEW YORK","2010-2012","NY","57 S MAIN ST","14058"
"514","2086","ELBA CENTRAL SCHOOL","SCHOOL DISTRICT","ELBA","GENESEE","ELEMENTARY","POINT (-78.188 43.0753)",,,,,"180901","26","0.257","11","0.109","37","0.366","WESTERN NEW YORK","2010-2012","NY","57 S MAIN ST","14058"
"514","2086","ELBA CENTRAL SCHOOL","SCHOOL DISTRICT","ELBA","GENESEE","MIDDLE/HIGH","POINT (-78.188 43.0753)",,,,,"180901","18","0.277","12","0.185","30","0.462","WESTERN NEW YORK","2010-2012","NY","57 S MAIN ST","14058"
"311","2086","LE ROY CENTRAL SCHOOL","SCHOOL DISTRICT","LE ROY","GENESEE","DISTRICT TOTAL","POINT (-77.987 42.9777)",,,,,"181001","99","0.2","86","0.174","185","0.374","WESTERN NEW YORK","2010-2012","NY","2-6 TRIGON PARK","14482"
"311","2086","LE ROY CENTRAL SCHOOL","SCHOOL DISTRICT","LE ROY","GENESEE","ELEMENTARY","POINT (-77.987 42.9777)",,,,,"181001","53","0.167","54","0.17","107","0.336","WESTERN NEW YORK","2010-2012","NY","2-6 TRIGON PARK","14482"
"311","2086","LE ROY CENTRAL SCHOOL","SCHOOL DISTRICT","LE ROY","GENESEE","MIDDLE/HIGH","POINT (-77.987 42.9777)",,,,,"181001","46","0.251","32","0.175","78","0.426","WESTERN NEW YORK","2010-2012","NY","2-6 TRIGON PARK","14482"
"954","2086","OAKFIELD ALABAMA CENTRAL SCHOOL","SCHOOL DISTRICT","OAKFIELD","GENESEE","DISTRICT TOTAL","POINT (-78.2811 43.074)",,,,,"181101","71","0.203","58","0.166","129","0.369","WESTERN NEW YORK","2010-2012","NY","7001 LEWISTON RD","14125"
"954","2086","OAKFIELD ALABAMA CENTRAL SCHOOL","SCHOOL DISTRICT","OAKFIELD","GENESEE","ELEMENTARY","POINT (-78.2811 43.074)",,,,,"181101","43","0.194","36","0.162","79","0.356","WESTERN NEW YORK","2010-2012","NY","7001 LEWISTON RD","14125"
