":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"954","2086","OAKFIELD ALABAMA CENTRAL SCHOOL","SCHOOL DISTRICT","OAKFIELD","GENESEE","MIDDLE/HIGH","POINT (-78.2811 43.074)",,,,,"181101","28","0.233","22","0.183","50","0.417","WESTERN NEW YORK","2010-2012","NY","7001 LEWISTON RD","14125"
"365","2086","PAVILION CENTRAL SCHOOL","SCHOOL DISTRICT","PAVILION","GENESEE","DISTRICT TOTAL","POINT (-78.0192 42.8732)",,,,,"181201","46","0.185","59","0.237","105","0.422","WESTERN NEW YORK","2010-2012","NY","7014 BIG TREE RD","14525"
"365","2086","PAVILION CENTRAL SCHOOL","SCHOOL DISTRICT","PAVILION","GENESEE","ELEMENTARY","POINT (-78.0192 42.8732)",,,,,"181201","24","0.167","35","0.243","59","0.41","WESTERN NEW YORK","2010-2012","NY","7014 BIG TREE RD","14525"
"365","2086","PAVILION CENTRAL SCHOOL","SCHOOL DISTRICT","PAVILION","GENESEE","MIDDLE/HIGH","POINT (-78.0192 42.8732)",,,,,"181201","22","0.212","23","0.221","45","0.433","WESTERN NEW YORK","2010-2012","NY","7014 BIG TREE RD","14525"
"500","2086","PEMBROKE CENTRAL SCHOOL","SCHOOL DISTRICT","CORFU","GENESEE","DISTRICT TOTAL","POINT (-78.408 42.9597)",,,,,"181302","50","0.226","36","0.163","86","0.389","WESTERN NEW YORK","2010-2012","NY","ROUTES 5 & 77","14036"
"500","2086","PEMBROKE CENTRAL SCHOOL","SCHOOL DISTRICT","CORFU","GENESEE","ELEMENTARY","POINT (-78.408 42.9597)",,,,,"181302","21","0.159","18","0.136","39","0.295","WESTERN NEW YORK","2010-2012","NY","ROUTES 5 & 77","14036"
"500","2086","PEMBROKE CENTRAL SCHOOL","SCHOOL DISTRICT","CORFU","GENESEE","MIDDLE/HIGH","POINT (-78.408 42.9597)",,,,,"181302","28","0.318","18","0.205","46","0.523","WESTERN NEW YORK","2010-2012","NY","ROUTES 5 & 77","14036"
"88","2087","CAIRO-DURHAM CENTRAL SCHOOL","SCHOOL DISTRICT","CAIRO","GREENE","DISTRICT TOTAL","POINT (-73.9975 42.2983)",,,,,"190301","122","0.225","112","0.207","234","0.432","NORTHEASTERN NEW YORK","2010-2012","NY","424 MAIN ST","12413"
"88","2087","CAIRO-DURHAM CENTRAL SCHOOL","SCHOOL DISTRICT","CAIRO","GREENE","ELEMENTARY","POINT (-73.9975 42.2983)",,,,,"190301","72","0.232","56","0.181","128","0.413","NORTHEASTERN NEW YORK","2010-2012","NY","424 MAIN ST","12413"
"88","2087","CAIRO-DURHAM CENTRAL SCHOOL","SCHOOL DISTRICT","CAIRO","GREENE","MIDDLE/HIGH","POINT (-73.9975 42.2983)",,,,,"190301","50","0.216","56","0.241","106","0.457","NORTHEASTERN NEW YORK","2010-2012","NY","424 MAIN ST","12413"
"89","2087","CATSKILL CENTRAL SCHOOL","SCHOOL DISTRICT","CATSKILL","GREENE","DISTRICT TOTAL","POINT (-73.8695 42.22)",,,,,"190401","124","0.237","80","0.153","204","0.39","NORTHEASTERN NEW YORK","2010-2012","NY","343 W MAIN ST","12414"
"89","2087","CATSKILL CENTRAL SCHOOL","SCHOOL DISTRICT","CATSKILL","GREENE","ELEMENTARY","POINT (-73.8695 42.22)",,,,,"190401","59","0.192","50","0.162","109","0.354","NORTHEASTERN NEW YORK","2010-2012","NY","343 W MAIN ST","12414"
"89","2087","CATSKILL CENTRAL SCHOOL","SCHOOL DISTRICT","CATSKILL","GREENE","MIDDLE/HIGH","POINT (-73.8695 42.22)",,,,,"190401","65","0.31","30","0.143","95","0.452","NORTHEASTERN NEW YORK","2010-2012","NY","343 W MAIN ST","12414"
"1177","2087","COXSACKIE- ATHENS C S","SCHOOL DISTRICT","COXSACKIE","GREENE","DISTRICT TOTAL","POINT (-73.8077 42.3509)",,,,,"190501","92","0.175","93","0.176","185","0.351","NORTHEASTERN NEW YORK","2010-2012","NY","24 SUNSET BLVD","12051"
"1177","2087","COXSACKIE- ATHENS C S","SCHOOL DISTRICT","COXSACKIE","GREENE","ELEMENTARY","POINT (-73.8077 42.3509)",,,,,"190501","66","0.2","59","0.179","125","0.379","NORTHEASTERN NEW YORK","2010-2012","NY","24 SUNSET BLVD","12051"
"1177","2087","COXSACKIE- ATHENS C S","SCHOOL DISTRICT","COXSACKIE","GREENE","MIDDLE/HIGH","POINT (-73.8077 42.3509)",,,,,"190501","56","0.247","34","0.15","90","0.396","NORTHEASTERN NEW YORK","2010-2012","NY","24 SUNSET BLVD","12051"
"1228","2087","GREENVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","GREENVILLE","GREENE","DISTRICT TOTAL","POINT (-74.028 42.4151)",,,,,"190701","86","0.212","56","0.138","142","0.35","NORTHEASTERN NEW YORK","2010-2012","NY","4982 SR81","12083"
"1228","2087","GREENVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","GREENVILLE","GREENE","ELEMENTARY","POINT (-74.028 42.4151)",,,,,"190701","45","0.176","37","0.145","82","0.322","NORTHEASTERN NEW YORK","2010-2012","NY","4982 SR81","12083"
"1228","2087","GREENVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","GREENVILLE","GREENE","MIDDLE/HIGH","POINT (-74.028 42.4151)",,,,,"190701","41","0.272","19","0.126","60","0.397","NORTHEASTERN NEW YORK","2010-2012","NY","4982 SR81","12083"
"336","2087","HUNTER TANNERSVL CENT SCH","SCHOOL DISTRICT","TANNERSVILLE","GREENE","DISTRICT TOTAL","POINT (-74.1373 42.1957)",,,,,"190901","14","0.197","8","0.113","22","0.31","NORTHEASTERN NEW YORK","2010-2012","NY","6094 MAIN ST","12485"
"336","2087","HUNTER TANNERSVL CENT SCH","SCHOOL DISTRICT","TANNERSVILLE","GREENE","ELEMENTARY","POINT (-74.1373 42.1957)",,,,,"190901",,,"6","0.176","6","0.176","NORTHEASTERN NEW YORK","2010-2012","NY","6094 MAIN ST","12485"
"336","2087","HUNTER TANNERSVL CENT SCH","SCHOOL DISTRICT","TANNERSVILLE","GREENE","MIDDLE/HIGH","POINT (-74.1373 42.1957)",,,,,"190901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","6094 MAIN ST","12485"
"943","2087","WINDHAM-ASHLAND CENTRAL SCHOOL","SCHOOL DISTRICT","WINDHAM","GREENE","DISTRICT TOTAL","POINT (-74.2548 42.3073)",,,,,"191401","11","0.083","20","0.152","31","0.235","NORTHEASTERN NEW YORK","2010-2012","NY","5411 STATE RT 23","12496"
"943","2087","WINDHAM-ASHLAND CENTRAL SCHOOL","SCHOOL DISTRICT","WINDHAM","GREENE","ELEMENTARY","POINT (-74.2548 42.3073)",,,,,"191401","11","0.143","12","0.156","23","0.299","NORTHEASTERN NEW YORK","2010-2012","NY","5411 STATE RT 23","12496"
"943","2087","WINDHAM-ASHLAND CENTRAL SCHOOL","SCHOOL DISTRICT","WINDHAM","GREENE","MIDDLE/HIGH","POINT (-74.2548 42.3073)",,,,,"191401",,,"8","0.145","8","0.145","NORTHEASTERN NEW YORK","2010-2012","NY","5411 STATE RT 23","12496"
"1306","622","PISECO COMMON SCHOOL","SCHOOL DISTRICT","PISECO","HAMILTON","DISTRICT TOTAL","POINT (-74.525 43.4137)",,,,,"200101",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1722 RT 8","12139"
"1306","622","PISECO COMMON SCHOOL","SCHOOL DISTRICT","PISECO","HAMILTON","ELEMENTARY","POINT (-74.525 43.4137)",,,,,"200101",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1722 RT 8","12139"
"1306","622","PISECO COMMON SCHOOL","SCHOOL DISTRICT","PISECO","HAMILTON","MIDDLE/HIGH","POINT (-74.525 43.4137)",,,,,"200101",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1722 RT 8","12139"
"103","622","INDIAN LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","INDIAN LAKE","HAMILTON","DISTRICT TOTAL","POINT (-74.277 43.7764)",,,,,"200401","5","0.091","7","0.127","12","0.218","NORTHEASTERN NEW YORK","2010-2012","NY","28 W MAIN ST","12842"
"103","622","INDIAN LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","INDIAN LAKE","HAMILTON","ELEMENTARY","POINT (-74.277 43.7764)",,,,,"200401","5","0.278",,,"5","0.278","NORTHEASTERN NEW YORK","2010-2012","NY","28 W MAIN ST","12842"
"103","622","INDIAN LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","INDIAN LAKE","HAMILTON","MIDDLE/HIGH","POINT (-74.277 43.7764)",,,,,"200401",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","28 W MAIN ST","12842"
"565","622","INLET COMMON SCHOOL","SCHOOL DISTRICT","INLET","HAMILTON","DISTRICT TOTAL","POINT (-74.781 43.7462)",,,,,"200501",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","220 RT 28","13360"
"565","622","INLET COMMON SCHOOL","SCHOOL DISTRICT","INLET","HAMILTON","ELEMENTARY","POINT (-74.781 43.7462)",,,,,"200501",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","220 RT 28","13360"
"565","622","INLET COMMON SCHOOL","SCHOOL DISTRICT","INLET","HAMILTON","MIDDLE/HIGH","POINT (-74.781 43.7462)",,,,,"200501",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","220 RT 28","13360"
"1409","622","LAKE PLEASANT CENTRAL SCHOOL","SCHOOL DISTRICT","SPECULATOR","HAMILTON","DISTRICT TOTAL","POINT (-74.357 43.5591)",,,,,"200601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","210 ELM LAKE RD","12164"
"1409","622","LAKE PLEASANT CENTRAL SCHOOL","SCHOOL DISTRICT","SPECULATOR","HAMILTON","ELEMENTARY","POINT (-74.357 43.5591)",,,,,"200601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","210 ELM LAKE RD","12164"
"1409","622","LAKE PLEASANT CENTRAL SCHOOL","SCHOOL DISTRICT","SPECULATOR","HAMILTON","MIDDLE/HIGH","POINT (-74.357 43.5591)",,,,,"200601",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","210 ELM LAKE RD","12164"
"130","622","LONG LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","LONG LAKE","HAMILTON","DISTRICT TOTAL","POINT (-74.4214 43.9721)",,,,,"200701",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","20 SCHOOL LN","12847"
"130","622","LONG LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","LONG LAKE","HAMILTON","ELEMENTARY","POINT (-74.4214 43.9721)",,,,,"200701",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","20 SCHOOL LN","12847"
"130","622","LONG LAKE CENTRAL SCHOOL","SCHOOL DISTRICT","LONG LAKE","HAMILTON","MIDDLE/HIGH","POINT (-74.4214 43.9721)",,,,,"200701",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","20 SCHOOL LN","12847"
"20","622","WELLS CENTRAL SCHOOL","SCHOOL DISTRICT","WELLS","HAMILTON","DISTRICT TOTAL","POINT (-74.2743 43.4735)",,,,,"200901","6","0.162",,,"6","0.162","NORTHEASTERN NEW YORK","2010-2012","NY","1571 STATE RT 30","12190"
"20","622","WELLS CENTRAL SCHOOL","SCHOOL DISTRICT","WELLS","HAMILTON","ELEMENTARY","POINT (-74.2743 43.4735)",,,,,"200901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1571 STATE RT 30","12190"
"20","622","WELLS CENTRAL SCHOOL","SCHOOL DISTRICT","WELLS","HAMILTON","MIDDLE/HIGH","POINT (-74.2743 43.4735)",,,,,"200901",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","1571 STATE RT 30","12190"
"1276","2088","WEST CANADA VALLEY CENT SCH","SCHOOL DISTRICT","NEWPORT","HERKIMER","DISTRICT TOTAL","POINT (-75.0016 43.1636)",,,,,"210302","56","0.168","61","0.183","117","0.351","CENTRAL NEW YORK","2010-2012","NY","5447 STATE RT 28","13416"
"1276","2088","WEST CANADA VALLEY CENT SCH","SCHOOL DISTRICT","NEWPORT","HERKIMER","ELEMENTARY","POINT (-75.0016 43.1636)",,,,,"210302","23","0.121","35","0.184","58","0.305","CENTRAL NEW YORK","2010-2012","NY","5447 STATE RT 28","13416"
"1276","2088","WEST CANADA VALLEY CENT SCH","SCHOOL DISTRICT","NEWPORT","HERKIMER","MIDDLE/HIGH","POINT (-75.0016 43.1636)",,,,,"210302","33","0.236","26","0.186","59","0.421","CENTRAL NEW YORK","2010-2012","NY","5447 STATE RT 28","13416"
"552","2088","FRANKFORT SCHUYLER CENTRAL SCHOOL","SCHOOL DISTRICT","FRANKFORT","HERKIMER","DISTRICT TOTAL","POINT (-75.0727 43.0312)",,,,,"210402","63","0.075","145","0.172","208","0.246","CENTRAL NEW YORK","2010-2012","NY","605 PALMER ST","13340"
"552","2088","FRANKFORT SCHUYLER CENTRAL SCHOOL","SCHOOL DISTRICT","FRANKFORT","HERKIMER","ELEMENTARY","POINT (-75.0727 43.0312)",,,,,"210402","20","0.227","16","0.182","36","0.409","CENTRAL NEW YORK","2010-2012","NY","605 PALMER ST","13340"
"552","2088","FRANKFORT SCHUYLER CENTRAL SCHOOL","SCHOOL DISTRICT","FRANKFORT","HERKIMER","MIDDLE/HIGH","POINT (-75.0727 43.0312)",,,,,"210402","18","0.111","23","0.142","41","0.253","CENTRAL NEW YORK","2010-2012","NY","605 PALMER ST","13340"
"564","2088","ILION CENTRAL SCHOOL","SCHOOL DISTRICT","ILION","HERKIMER","DISTRICT TOTAL","POINT (-75.0863 42.9824)",,,,,"210501","121","0.199","120","0.197","241","0.396","CENTRAL NEW YORK","2010-2012","NY","1 GOLDEN BOMBER DR","13357"
"564","2088","ILION CENTRAL SCHOOL","SCHOOL DISTRICT","ILION","HERKIMER","ELEMENTARY","POINT (-75.0863 42.9824)",,,,,"210501","82","0.221","60","0.162","142","0.383","CENTRAL NEW YORK","2010-2012","NY","1 GOLDEN BOMBER DR","13357"
"564","2088","ILION CENTRAL SCHOOL","SCHOOL DISTRICT","ILION","HERKIMER","MIDDLE/HIGH","POINT (-75.0863 42.9824)",,,,,"210501","39","0.171","60","0.263","99","0.434","CENTRAL NEW YORK","2010-2012","NY","1 GOLDEN BOMBER DR","13357"
"1269","2088","MOHAWK CENTRAL SCHOOL","SCHOOL DISTRICT","MOHAWK","HERKIMER","DISTRICT TOTAL","POINT (-75.0079 43.0082)",,,,,"210502","80","0.245","70","0.214","150","0.459","CENTRAL NEW YORK","2010-2012","NY","28 GROVE ST","13407"
"1269","2088","MOHAWK CENTRAL SCHOOL","SCHOOL DISTRICT","MOHAWK","HERKIMER","ELEMENTARY","POINT (-75.0079 43.0082)",,,,,"210502","49","0.228","41","0.191","90","0.419","CENTRAL NEW YORK","2010-2012","NY","28 GROVE ST","13407"
"1269","2088","MOHAWK CENTRAL SCHOOL","SCHOOL DISTRICT","MOHAWK","HERKIMER","MIDDLE/HIGH","POINT (-75.0079 43.0082)",,,,,"210502","31","0.277","29","0.259","60","0.536","CENTRAL NEW YORK","2010-2012","NY","28 GROVE ST","13407"
"559","2088","HERKIMER CENTRAL SCHOOL","SCHOOL DISTRICT","HERKIMER","HERKIMER","DISTRICT TOTAL","POINT (-75.0015 43.0238)",,,,,"210601","91","0.2","97","0.213","188","0.412","CENTRAL NEW YORK","2010-2012","NY","801 W GERMAN ST","13350"
"559","2088","HERKIMER CENTRAL SCHOOL","SCHOOL DISTRICT","HERKIMER","HERKIMER","ELEMENTARY","POINT (-75.0015 43.0238)",,,,,"210601","75","0.26","47","0.163","122","0.422","CENTRAL NEW YORK","2010-2012","NY","801 W GERMAN ST","13350"
"559","2088","HERKIMER CENTRAL SCHOOL","SCHOOL DISTRICT","HERKIMER","HERKIMER","MIDDLE/HIGH","POINT (-75.0015 43.0238)",,,,,"210601","16","0.1","51","0.319","67","0.419","CENTRAL NEW YORK","2010-2012","NY","801 W GERMAN ST","13350"
"570","2088","LITTLE FALLS CITY SCHOOLS","SCHOOL DISTRICT","LITTLE FALLS","HERKIMER","DISTRICT TOTAL","POINT (-74.852 43.0444)",,,,,"210800","92","0.243","72","0.19","164","0.434","CENTRAL NEW YORK","2010-2012","NY","15 PETRIE ST","13365"
"570","2088","LITTLE FALLS CITY SCHOOLS","SCHOOL DISTRICT","LITTLE FALLS","HERKIMER","ELEMENTARY","POINT (-74.852 43.0444)",,,,,"210800","41","0.201","41","0.201","82","0.402","CENTRAL NEW YORK","2010-2012","NY","15 PETRIE ST","13365"
"570","2088","LITTLE FALLS CITY SCHOOLS","SCHOOL DISTRICT","LITTLE FALLS","HERKIMER","MIDDLE/HIGH","POINT (-74.852 43.0444)",,,,,"210800","51","0.293","31","0.178","82","0.471","CENTRAL NEW YORK","2010-2012","NY","15 PETRIE ST","13365"
"543","2088","DOLGEVILLE CTR","SCHOOL DISTRICT","DOLGEVILLE","HERKIMER","DISTRICT TOTAL","POINT (-74.7768 43.1024)",,,,,"211003","81","0.26","46","0.148","127","0.408","CENTRAL NEW YORK","2010-2012","NY","38 SLAWSON ST","13329"
"543","2088","DOLGEVILLE CTR","SCHOOL DISTRICT","DOLGEVILLE","HERKIMER","ELEMENTARY","POINT (-74.7768 43.1024)",,,,,"211003","47","0.266","23","0.13","70","0.395","CENTRAL NEW YORK","2010-2012","NY","38 SLAWSON ST","13329"
"543","2088","DOLGEVILLE CTR","SCHOOL DISTRICT","DOLGEVILLE","HERKIMER","MIDDLE/HIGH","POINT (-74.7768 43.1024)",,,,,"211003","34","0.254","23","0.172","57","0.425","CENTRAL NEW YORK","2010-2012","NY","38 SLAWSON ST","13329"
"1284","2088","POLAND CENTRAL SCHOOL","SCHOOL DISTRICT","POLAND","HERKIMER","DISTRICT TOTAL","POINT (-75.0593 43.2279)",,,,,"211103","11","0.128","15","0.174","26","0.302","CENTRAL NEW YORK","2010-2012","NY","74 COLD BROOK ST","13431"
"1284","2088","POLAND CENTRAL SCHOOL","SCHOOL DISTRICT","POLAND","HERKIMER","ELEMENTARY","POINT (-75.0593 43.2279)",,,,,"211103","6","0.118","11","0.216","17","0.333","CENTRAL NEW YORK","2010-2012","NY","74 COLD BROOK ST","13431"
"1284","2088","POLAND CENTRAL SCHOOL","SCHOOL DISTRICT","POLAND","HERKIMER","MIDDLE/HIGH","POINT (-75.0593 43.2279)",,,,,"211103",,,,,,,"CENTRAL NEW YORK","2010-2012","NY","74 COLD BROOK ST","13431"
"566","2088","VAN HORNSVILLE-O D YOUNG CENTRAL SCH","SCHOOL DISTRICT","VAN HORNESVILLE","HERKIMER","DISTRICT TOTAL","POINT (-74.8338 42.8872)",,,,,"211701",,,,,,,"CENTRAL NEW YORK","2010-2012","NY","2316 STATE RT 80","13475"
"566","2088","VAN HORNSVILLE-O D YOUNG CENTRAL SCH","SCHOOL DISTRICT","VAN HORNESVILLE","HERKIMER","ELEMENTARY","POINT (-74.8338 42.8872)",,,,,"211701",,,,,,,"CENTRAL NEW YORK","2010-2012","NY","2316 STATE RT 80","13475"
"566","2088","VAN HORNSVILLE-O D YOUNG CENTRAL SCH","SCHOOL DISTRICT","VAN HORNESVILLE","HERKIMER","MIDDLE/HIGH","POINT (-74.8338 42.8872)",,,,,"211701",,,,,,,"CENTRAL NEW YORK","2010-2012","NY","2316 STATE RT 80","13475"
"1279","2088","TOWN OF WEBB UNION FREE SCHOOL","SCHOOL DISTRICT","OLD FORGE","HERKIMER","DISTRICT TOTAL","POINT (-74.8993 43.7408)",,,,,"211901","20","0.185","22","0.204","42","0.389","CENTRAL NEW YORK","2010-2012","NY","3002 MAIN ST","13420"
"1279","2088","TOWN OF WEBB UNION FREE SCHOOL","SCHOOL DISTRICT","OLD FORGE","HERKIMER","ELEMENTARY","POINT (-74.8993 43.7408)",,,,,"211901","10","0.227","5","0.114","15","0.341","CENTRAL NEW YORK","2010-2012","NY","3002 MAIN ST","13420"
"1279","2088","TOWN OF WEBB UNION FREE SCHOOL","SCHOOL DISTRICT","OLD FORGE","HERKIMER","MIDDLE/HIGH","POINT (-74.8993 43.7408)",,,,,"211901","6","0.107","13","0.232","19","0.339","CENTRAL NEW YORK","2010-2012","NY","3002 MAIN ST","13420"
"1394","2088","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST WINFIELD","HERKIMER","DISTRICT TOTAL","POINT (-75.1859 42.8861)",,,,,"212001","51","0.212","35","0.145","86","0.357","CENTRAL NEW YORK","2010-2012","NY","500 FAIRGROUND RD","13491"
"1394","2088","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST WINFIELD","HERKIMER","ELEMENTARY","POINT (-75.1859 42.8861)",,,,,"212001","27","0.25","14","0.13","41","0.38","CENTRAL NEW YORK","2010-2012","NY","500 FAIRGROUND RD","13491"
"1394","2088","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST WINFIELD","HERKIMER","MIDDLE/HIGH","POINT (-75.1859 42.8861)",,,,,"212001","21","0.206","20","0.196","41","0.402","CENTRAL NEW YORK","2010-2012","NY","500 FAIRGROUND RD","13491"
"1470","2089","SOUTH JEFFERSON CENTRAL SCHOOL","SCHOOL DISTRICT","ADAMS CENTER","JEFFERSON","DISTRICT TOTAL","POINT (-76.0066 43.8591)",,,,,"220101","99","0.213","90","0.194","189","0.407","CENTRAL NEW YORK","2010-2012","NY","13180 US RT 11","13606"
"1470","2089","SOUTH JEFFERSON CENTRAL SCHOOL","SCHOOL DISTRICT","ADAMS CENTER","JEFFERSON","ELEMENTARY","POINT (-76.0066 43.8591)",,,,,"220101","38","0.178","41","0.192","79","0.371","CENTRAL NEW YORK","2010-2012","NY","13180 US RT 11","13606"
"1470","2089","SOUTH JEFFERSON CENTRAL SCHOOL","SCHOOL DISTRICT","ADAMS CENTER","JEFFERSON","MIDDLE/HIGH","POINT (-76.0066 43.8591)",,,,,"220101","60","0.246","49","0.201","109","0.447","CENTRAL NEW YORK","2010-2012","NY","13180 US RT 11","13606"
"1471","2089","ALEXANDRIA CENTRAL ELEM. & HIGH SCHO","SCHOOL DISTRICT","ALEXANDRIA BAY","JEFFERSON","DISTRICT TOTAL","POINT (-75.9119 44.3354)",,,,,"220202","47","0.229","40","0.195","87","0.424","CENTRAL NEW YORK","2010-2012","NY","34 BOLTON AVE","13607"
"1471","2089","ALEXANDRIA CENTRAL ELEM. & HIGH SCHO","SCHOOL DISTRICT","ALEXANDRIA BAY","JEFFERSON","ELEMENTARY","POINT (-75.9119 44.3354)",,,,,"220202","22","0.19","30","0.259","52","0.448","CENTRAL NEW YORK","2010-2012","NY","34 BOLTON AVE","13607"
"1471","2089","ALEXANDRIA CENTRAL ELEM. & HIGH SCHO","SCHOOL DISTRICT","ALEXANDRIA BAY","JEFFERSON","MIDDLE/HIGH","POINT (-75.9119 44.3354)",,,,,"220202","25","0.281","10","0.112","35","0.393","CENTRAL NEW YORK","2010-2012","NY","34 BOLTON AVE","13607"
"1280","2092","ONEIDA CITY SCHOOLS","SCHOOL DISTRICT","ONEIDA","MADISON","ELEMENTARY","POINT (-75.663 43.0805)",,,,,"251400","98","0.2","89","0.182","187","0.382","CENTRAL NEW YORK","2010-2012","NY","565 SAYLES ST","13421"
"1594","2089","INDIAN RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","PHILADELPHIA","JEFFERSON","DISTRICT TOTAL","POINT (-75.7101 44.1403)",,,,,"220301","184","0.137","277","0.206","461","0.343","CENTRAL NEW YORK","2010-2012","NY","32735-B COUNTY RT 29","13673"
"1594","2089","INDIAN RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","PHILADELPHIA","JEFFERSON","ELEMENTARY","POINT (-75.7101 44.1403)",,,,,"220301","101","0.115","167","0.19","268","0.305","CENTRAL NEW YORK","2010-2012","NY","32735-B COUNTY RT 29","13673"
"1594","2089","INDIAN RIVER CENTRAL SCHOOL","SCHOOL DISTRICT","PHILADELPHIA","JEFFERSON","MIDDLE/HIGH","POINT (-75.7101 44.1403)",,,,,"220301","120","0.242","110","0.222","230","0.464","CENTRAL NEW YORK","2010-2012","NY","32735-B COUNTY RT 29","13673"
"1517","2089","GENERAL BROWN CENTRAL SCHOOL","SCHOOL DISTRICT","DEXTER","JEFFERSON","DISTRICT TOTAL","POINT (-76.019 44.0135)",,,,,"220401","99","0.221","65","0.145","164","0.367","CENTRAL NEW YORK","2010-2012","NY","17643 CEMETERY RD","13634"
"1517","2089","GENERAL BROWN CENTRAL SCHOOL","SCHOOL DISTRICT","DEXTER","JEFFERSON","ELEMENTARY","POINT (-76.019 44.0135)",,,,,"220401","41","0.189","17","0.078","58","0.267","CENTRAL NEW YORK","2010-2012","NY","17643 CEMETERY RD","13634"
"1517","2089","GENERAL BROWN CENTRAL SCHOOL","SCHOOL DISTRICT","DEXTER","JEFFERSON","MIDDLE/HIGH","POINT (-76.019 44.0135)",,,,,"220401","58","0.257","39","0.173","97","0.429","CENTRAL NEW YORK","2010-2012","NY","17643 CEMETERY RD","13634"
"1479","2089","THOUSAND ISLANDS CENTRAL SCHOOL","SCHOOL DISTRICT","CLAYTON","JEFFERSON","DISTRICT TOTAL","POINT (-76.199 44.191)",,,,,"220701","44","0.172","63","0.246","107","0.418","CENTRAL NEW YORK","2010-2012","NY","8483 COUNTY RT 9","13624"
"1479","2089","THOUSAND ISLANDS CENTRAL SCHOOL","SCHOOL DISTRICT","CLAYTON","JEFFERSON","ELEMENTARY","POINT (-76.199 44.191)",,,,,"220701","24","0.153","32","0.204","56","0.357","CENTRAL NEW YORK","2010-2012","NY","8483 COUNTY RT 9","13624"
"1479","2089","THOUSAND ISLANDS CENTRAL SCHOOL","SCHOOL DISTRICT","CLAYTON","JEFFERSON","MIDDLE/HIGH","POINT (-76.199 44.191)",,,,,"220701","20","0.211","27","0.284","47","0.495","CENTRAL NEW YORK","2010-2012","NY","8483 COUNTY RT 9","13624"
"1469","2089","BELLEVILLE HENDERSON CENTRAL","SCHOOL DISTRICT","BELLEVILLE","JEFFERSON","DISTRICT TOTAL","POINT (-76.1348 43.7877)",,,,,"220909","52","0.218","48","0.202","100","0.42","CENTRAL NEW YORK","2010-2012","NY","8372 COUNTY RT 75","13611"
"1469","2089","BELLEVILLE HENDERSON CENTRAL","SCHOOL DISTRICT","BELLEVILLE","JEFFERSON","ELEMENTARY","POINT (-76.1348 43.7877)",,,,,"220909","32","0.222","26","0.181","58","0.403","CENTRAL NEW YORK","2010-2012","NY","8372 COUNTY RT 75","13611"
"1469","2089","BELLEVILLE HENDERSON CENTRAL","SCHOOL DISTRICT","BELLEVILLE","JEFFERSON","MIDDLE/HIGH","POINT (-76.1348 43.7877)",,,,,"220909","20","0.213","22","0.234","42","0.447","CENTRAL NEW YORK","2010-2012","NY","8372 COUNTY RT 75","13611"
"1615","2089","SACKETS HARBOR CENTRAL SCHOOL - District","SCHOOL DISTRICT","SACKETS HARBOR","JEFFERSON","DISTRICT TOTAL","POINT (-76.1217 43.9442)",,,,,"221001","27","0.265","14","0.137","41","0.402","CENTRAL NEW YORK","2010-2012","NY","215 S BROAD ST","13685"
"238","2093","HILTON CENTRAL SCHOOL","SCHOOL DISTRICT","HILTON","MONROE","MIDDLE/HIGH","POINT (-77.7996 43.2879)",,,,,"261101","61","0.122","86","0.173","147","0.295","FINGER LAKES","2010-2012","NY","225 WEST AVE","14468"
